CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
268;WALMART;LIDER HIPER SANTA AMALIA. ;SANTA AMALIA 1763 ;LA FLORIDA;Lun-Dom 08:30 a 22:00 ;354703;6287357;-70.5649584514583;-33.5435387769553
269;WALMART;LIDER SAN JOAQUIN;AV VICUÑA MACKENNA 3361;SAN JOAQUIN;Lun-Dom 08:30 a 22:00 ;349434;6293977;-70.6205823884334;-33.4831148286493
270;WALMART;LIDER HIPER SAN BERNARDO. ;SAN JOSE 69;SAN BERNARDO;Lun-Dom 08:30 a 22:00 ;342599;6281110;-70.6963917185752;-33.5981376684502
271;WALMART;LIDER HIPER 3 PONIENTE  ;AV TRES PONIENTE 0900;MAIPU;Lun-Dom 08:30 a 22:00 ;334891;6289564;-70.777865038053;-33.5207567895844
272;WALMART;LIDER HIPER NOS ;AV PDTE. JORGE ALESSANDRI  20040;SAN BERNARDO;Lun-Dom 08:30 a 22:00 ;341092;6277598;-70.7132534136322;-33.6295800949417
273;WALMART;LIDER EXPRESS BUIN-SAN MARTIN;SAN MARTIN 555;BUIN;Lun-Dom 08:30 a 22:00 ;339216;6265916;-70.735576486;-33.734499365
274;WALMART;LIDER EXPRESS MAIPU-ISABEL RIQUELME;AV ISABEL RIQUELME SUR 1446;MAIPU;Lun-Dom 08:30 a 22:00 ;338448;6293544;-70.7388550829891;-33.485306511221
275;WALMART;LIDER EXPRESS PORTUGAL;AV PORTUGAL 634 LOCAL 1;SANTIAGO;Lun-Dom 08:30 a 22:00 ;348067;6297608;-70.6346717431647;-33.4500732628827
276;WALMART;LIDER EXPRESS LAGUNA DEL SOL;SAN IGNACIO 1624;PADRE HURTADO;Lun-Dom 08:30 a 22:00 ;346244;6295589;-70.6546238759851;-33.4680186104286
277;WALMART;LIDER EXPRESS SALVADOR-ÑUÑOA;AV SALVADOR 1822;ÑUÑOA;Lun-Dom 08:30 a 22:00 ;349285;6297662;-70.6215545684589;-33.4497634121856
278;WALMART;ACUENTA CERRILLOS;AV LO ERRAZURIZ 1625;CERRILLOS;Lun-Dom 09:00 a 21:00 ;339984;6292590;-70.7224930083152;-33.4941409589072
279;WALMART;ACUENTA CARMEN MAIPU;AV SUR ESQUINA CARMEN 411;MAIPU;Lun-Dom 09:00 a 21:00 ;336411;6289589;-70.7620630093553;-33.5210544505879
280;WALMART;ACUENTA CUIDAD SATELITE;CAMINO A MELIPILLA 18500;MAIPU;Lun-Dom 09:00 a 21:00 ;333464;6285918;-70.79446925;-33.55369251
281;WALMART;ACUENTA  PEÑAFLOR  ;AV 21 DE MAYO 841;PENAFLOR;Lun-Dom 09:00 a 21:00 ;326820;6279607;-70.86666102926881;-33.60923922228975
282;WALMART;ACUENTA EL MONTE;AV LOS LIBERTADORES 453;EL MONTE;Lun-Dom 09:00 a 21:00 ;316284;6271439;-70.9824197080847;-33.6813888357299
283;WALMART;ACUENTA TRAVESIA  ;AV LA TRAVESIA 7127;PUDAHUEL;Lun-Dom 09:00 a 21:00 ;338502;6296586;-70.7383005350336;-33.4582852089311
284;WALMART;ACUENTA QUINTA NORMAL;MAPOCHO 5041;QUINTA NORMAL;Lun-Dom 09:00 a 21:00 ;341579;6299959;-70.7046108333333;-33.4283406666667
285;WALMART;ACUENTA CARRASCAL;CARRASCAL 6003;QUINTA NORMAL;Lun-Dom 09:00 a 21:00 ;340892;6301333;-70.7117466666667;-33.415845
286;WALMART;ACUENTA RENCA PETERSEN;VICUNA MACKENNA 998;RENCA;Lun-Dom 09:00 a 21:00 ;337658;6302018;-70.74639418;-33.40919017
287;WALMART;ACUENTA QUILICURA AV MATTA;MANUEL ANTONIO MATTA 1336;QUILICURA;Lun-Dom 09:00 a 21:00 ;340459;6306691;-70.71489527921082;-33.36719203612535
288;WALMART;ACUENTA RENCA JAIME GUZMAN;AV CAUPOLICAN 1520;RENCA;Lun-Dom 09:00 a 21:00 ;341740;6302854;-70.70236322;-33.40226617
289;WALMART;ACUENTA CONCHALI SANTA INES;SANTA INES 2189;CONCHALI;Lun-Dom 09:00 a 21:00 ;344062;6303481;-70.6773008333334;-33.3969508333333
290;WALMART;ACUENTA CONCHALI  ;PRINCIPAL 1385;CONCHALI;Lun-Dom 09:00 a 21:00 ;345148;6305378;-70.66473591238972;-33.379718111700704
291;WALMART;ACUENTA VIVACETA ;AV SAN FERMIN VIVACETA 827;SANTIAGO;Lun-Dom 09:00 a 21:00 ;345452;6300591;-70.6622793342328;-33.4228078756101
292;WALMART;ACUENTA RECOLETA NORTE;AV RECOLETA 5252;RECOLETA;Lun-Dom 09:00 a 21:00 ;347607;6305542;-70.6388490700764;-33.3788795688539
293;WALMART;ACUENTA LAMPA;AV BAQUEDANO 862;LAMPA;Lun-Dom 09:00 a 21:00 ;325068;6315773;-70.8790592698801;-33.2832073418454
294;WALMART;ACUENTA EYZAGUIRRE ORIENTE;AV EYZAGUIRRE 1951;PUENTE ALTO;Lun-Dom 09:00 a 21:00 ;357208;6280137;-70.5397118918455;-33.6092567268672
296;WALMART;ACUENTA DOMINGO TOCORNAL;AV DOMINGO TOCORNAL 369;PUENTE ALTO;Lun-Dom 09:00 a 21:00 ;353253;6280702;-70.5822406168285;-33.603626844196
297;WALMART;ACUENTA CERRO NAVIA;HUELEN 1984;CERRO NAVIA;Lun-Dom 09:00 a 21:00 ;338049;6301334;-70.7423110238356;-33.4154158055936
299;WALMART;ACUENTA LOS MORROS;AV PADRE HURTADO 13310;SAN BERNARDO;Lun-Dom 09:00 a 21:00 ;343940;6279016;-70.6822966640878;-33.6171047498733
300;WALMART;ACUENTA GABRIELA;AV GABRIELA PONIENTE 03960;PUENTE ALTO;Lun-Dom 09:00 a 21:00 ;351013;6283032;-70.6059885;-33.58230976
301;WALMART;ACUENTA EL BOSQUE;LO MARTINEZ 919 EX 645;EL BOSQUE;Lun-Dom 09:00 a 21:00 ;344649;6284142;-70.67377318642306;-33.5711071810507
302;WALMART;ACUENTA ORIENTALES;AV TOBALABA 10831;PEÑALOLEN;Lun-Dom 09:00 a 21:00 ;355707;6295598;-70.55338847;-33.46965175
303;WALMART;ACUENTA LA FLORIDA SOTERO DEL RIO;SOTERO DEL RIO 895;LA FLORIDA;Lun-Dom 09:00 a 21:00 ;351014;6287801;-70.60460434243714;-33.539023341775305
304;WALMART;ACUENTA LO OVALLE;LO OVALLE 2356;LO ESPEJO;Lun-Dom 09:00 a 21:00 ;344153;6291084;-70.67790256742315;-33.508441724194
306;WALMART;ACUENTA LA GRANJA;SOFIA CARMONA 301;LA GRANJA;Lun-Dom 09:00 a 21:00 ;349050;6285832;-70.626652037037;-33.5567838888889
307;WALMART;ACUENTA BUIN;CALLE ERRAZURIZ 230;BUIN;Lun-Dom 09:00 a 21:00 ;338855;6266229;-70.7399912266777;-33.7320234573693
308;WALMART;ACUENTA SAN BERNARDO EUCALIPTUS;AV EUCALIPTUS 81;SAN BERNARDO;Lun-Dom 09:00 a 21:00 ;342023;6279905;-70.70280734095891;-33.608921172408756
309;WALMART;ACUENTA PAINE;AV 18 DE SEPTIEMBRE 311;PAINE;Lun-Dom 09:00 a 21:00 ;339211;6257754;-70.7371097441192;-33.8080739085468
310;WALMART;ACUENTA RINCONADA;CAMINO RINCONADA 2515;MAIPU;Lun-Dom 09:00 a 21:00 ;333757;6291241;-70.78975468122334;-33.5054677263014
311;WALMART;ACUENTA ISLA DE MAIPO;AV MANUEL RODRIGUEZ 684;ISLA DE MAIPO;Lun-Dom 09:00 a 21:00 ;323808;6263989;-70.9027821959589;-33.7498156830761
312;WALMART;EKONO RECOLETA EINSTEIN;RECOLETA 2302 ;RECOLETA;Lun-Dom 09:00 a 21:00 ;347241;6302559;-70.6432800734353;-33.4057145086571
313;WALMART;EKONO VIC MACK TRINIDAD;VICUNA MACKENNA 9840;LA FLORIDA;Lun-Dom 09:00 a 21:00 ;352617;6286976;-70.5880525296785;-33.5469704357368
314;WALMART;EKONO ELIODORO YANEZ;ELIODORO YANEZ 1371;PROVIDENCIA;Lun-Dom 09:00 a 21:00 ;349700;6299518;-70.61679506830598;-33.433201925186005
315;WALMART;EKONO INDEPENDENCIA;AV INDEPENDENCIA 650;INDEPENDENCIA;Lun-Dom 09:00 a 21:00 ;346146;6300552;-70.6553948790727;-33.4236550783208
316;WALMART;EKONO BELLAVISTA;BELLAVISTA 257;RECOLETA;Lun-Dom 09:00 a 21:00 ;347290;6299520;-70.6432746161456;-33.4331281310355
317;WALMART;EKONO 1 TRANSVERSAL;AV 1 TRANSVERSAL 800;PADRE HURTADO;Lun-Dom 09:00 a 21:00 ;333063;6284629;-70.7990280572964;-33.56524566557
318;WALMART;EKONO IRARRAZAVAL;IRARRAZAVAL 710;ÑUÑOA;Lun-Dom 09:00 a 21:00 ;349218;6297326;-70.6229075760195;-33.4531840201005
319;WALMART;EKONO GRAN AVENIDA;GRAN AVENIDA 7406;LA CISTERNA;Lun-Dom 09:00 a 21:00 ;345877;6289537;-70.6601892300442;-33.5229296960687
320;WALMART;LIDER HIPER LO MARCOLETA;LO MARCOLETA 361;QUILICURA;Lun-Dom 09:00 a 21:00 ;337679;6307444;-70.7451918570984;-33.3602705550185
