CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
97043;Fullcarga;ZONA TABACOS - RECOLETA;AV.RECOLETA 3501, LOCAL 4;RECOLETA;;347294;6303933;-70.6424775887436;-33.3933389497584
97045;Fullcarga;INTERNET Y OTROS;GRAN AVENIDA 6552;LA CISTERNA;;346064;6290145;-70.6580699074074;-33.5174726851852
97046;Fullcarga;KIOSKO - OSSA;OSSA 05;LA CISTERNA;;345460;6287768;-70.6649768150375;-33.5388150561762
97091;Fullcarga;EL DECRETO;MAPOCHO 6709;CERRO NAVIA;;339453;6300441;-70.7273772222222;-33.4236783888889
97092;Fullcarga;BOTILLERIA LIBERTAD;SALTO 1801;RECOLETA;;347873;6302015;-70.6365863533374;-33.4107141664366
97097;Fullcarga;DON KIKO;CESTEROS 7064;PENALOLEN;;355011;6294968;-70.5609860124495;-33.47523697103
97098;Fullcarga;MARY - CERRO PROVIDENCIA;CERRO PROVIDENCIA 5882;LA FLORIDA;;355118;6290568;-70.5605388405797;-33.5149304347826
97099;Fullcarga;FRUGOSEC;ALAMEDA 3850 LOCAL 33;SANTIAGO;;343107;6297168;-70.68866752603991;-33.45372172811652
97102;Fullcarga;MAYRA - RENATO;PASEO LAS MADARINAS 3703;LA FLORIDA;;355768;6290238;-70.5535960345219;-33.517993584431
97103;Fullcarga;GENNESIS;RIO COPIAPO 9557;PUDAHUEL;;335301;6299758;-70.7721425666667;-33.4292063888889
97104;Fullcarga;LA ESQUINA - LA CISTERNA;BRISAS DEL MAIPO 0607;LA CISTERNA;;344856;6288690;-70.67132227265563;-33.53041685702739
97106;Fullcarga;PEUMAYEN;BARON JURAS REALES 4590 A;CONCHALI;;343359;6304399;-70.6846920305497;-33.3885741972577
97108;Fullcarga;LOS VIDEOS;ESTACION CORONEL BLOCK 0775 DEP 12;PUENTE ALTO;;350002;6278082;-70.6177079337916;-33.6267934668423
97109;Fullcarga;ALMACEN MATIAS;MERCEDES 14670;SAN BERNARDO;;344745;6281322;-70.673795;-33.5968283333333
97110;Fullcarga;ALMACEN EL AÑE;BALMACEDA 1051;SAN BERNARDO;;344254;6281632;-70.6790369160933;-33.5939655804629
97133;Fullcarga;TRES HERMANOS;PASAJE DOS 0289;LA PINTANA;;349083;6285027;-70.62643891446275;-33.564050860625215
97136;Fullcarga;NALDO;AV LAGO DE LUGANO 18820;MAIPU;;334143;6284883;-70.78735023;-33.56312807
97137;Fullcarga;EL DIAMANTE;LOS DIAMANTES LOC 3 0467;MAIPU;;335980;6288760;-70.7668570767119;-33.5284563992958
97139;Fullcarga;CHRISTIAN CORTEZ;AV. PROVIDENCIA FRENTE AL 1393;PROVIDENCIA;;349553;6300086;-70.61884078843636;-33.42834495683823
97173;Fullcarga;LOS NONOS;ZAPADORES 1235;CONCHALI;;345716;6304665;-70.6593171264368;-33.3865133908046
97183;Fullcarga;JAVIER;CORDILLERA 1148;NUNOA;;351217;6296047;-70.6016157561675;-33.4649887016551
97199;Fullcarga;SHAN;PASAJE LA ARAUCARIA 8695;PUDAHUEL;;336649;6296932;-70.75815988;-33.45488857
97200;Fullcarga;VALESKA;MAPOCHO 7247;CERRO NAVIA;;338720;6300500;-70.7352475806452;-33.4230383333333
97211;Fullcarga;DONDE EL LOLO SPA;LAS NALCAS 10021;LA FLORIDA;;356305;6288020;-70.548171177;-33.538058889
97228;Fullcarga;PLANOVIDENCIA;PLANO REGULADOR 4519;PEDRO A. CERDA;;343117;6292607;-70.6893577777778;-33.4948444444445
97229;Fullcarga;DELICIAS DEL PERU;FRANKLIN 309;SANTIAGO;;348623;6295265;-70.6296543333333;-33.471682
97230;Fullcarga;ZARELA;ECUADOR 4303;ESTACION CENTRAL;;342604;6297349;-70.6940428220644;-33.4520193820919
97236;Fullcarga;NATALY - INDEPENDENCIA;ENRIQUE SORO FRENTE AL 1010;INDEPENDENCIA;;344547;6301061;-70.6725063868562;-33.4188345652822
97242;Fullcarga;LA CASA DEL VIAJE;PASEO PUENTE 516 LOC. 7 ;SANTIAGO;;346542;6299050;-70.6513986585696;-33.43725308536
97253;Fullcarga;FLORES HERMANOS - QUINTA NORMAL;VICUNA ROSAS 5218;QUINTA NORMAL;;341304;6299069;-70.7077209255555;-33.4363235185185
97400;Fullcarga;POLLA Y LOTERIA - ARTURO PRAT;ARTURO PRAT 10;SANTIAGO;;346667;6298269;-70.65018469;-33.44431917
97401;Fullcarga;YAMY;TENIENTE LUIS CRUZ MARTINEZ 13040;LA PINTANA;;345953;6282956;-70.660497;-33.5822683333333
97402;Fullcarga;ELECTRONICA ALEX;JOSE JOAQUIN PEREZ 7327 LOC C;CERRO NAVIA;;338476;6299773;-70.7380079174467;-33.4295546017324
97403;Fullcarga;POLLA Y LOTERIA - 21 DE MAYO;21 DE MAYO 570;SANTIAGO;;346668;6299147;-70.6500250807299;-33.4363988109831
97405;Fullcarga;JOSE - LO BARNECHEA;LAS LOMAS 13841;LO BARNECHEA;;359918;6307535;-70.506231266;-33.3625809549999
97406;Fullcarga;SANTA OLGA LO ESPEJO;EX- AV MAIPU 6570;LO ESPEJO;;343500;6291217;-70.68547325759202;-33.50743292834772
97426;Fullcarga;B Y V;EL SUCRE 8388;PUDAHUEL;;337922;6297470;-70.74437888592372;-33.45023012072197
97427;Fullcarga;ERICKO;CARACAS 2610;PENALOLEN;;354508;6294326;-70.5664934027778;-33.4809591319444
97443;Fullcarga;SERVICELL;ALAMEDA 3410 LOC. B4 ;ESTACION CENTRAL;;343789;6297380;-70.68128983742173;-33.45191760202692
97444;Fullcarga;LA CIELO;LEMUY  5787-A;ESTACION CENTRAL;;340998;6295206;-70.7116915657434;-33.4711068755791
97445;Fullcarga;CIMABAZAR;BROWN SUR 167 LOC. 3;NUNOA;;352073;6296980;-70.59226228;-33.45669884
97446;Fullcarga;FRABA;CASTILLO URIZAR SUR 6936;MACUL;;350521;6293494;-70.60953569530676;-33.48791625569105
97480;Fullcarga;TIO RODY;RONDIZZONI  2690;SANTIAGO;;344851;6295311;-70.67023112724286;-33.4707195961452
97481;Fullcarga;SAN ALBERTO;CARMEN MENA  224;SAN JOAQUIN;;349351;6291091;-70.6225288256503;-33.5094160445521
97498;Fullcarga;AMPORIO 2125;COMPAÑÍA  2125;SANTIAGO;;345171;6298718;-70.666196637228;-33.440053790812
97499;Fullcarga;MEME;PASAJE BATALLA DE RANCAGUA  470;MAIPU;;335739;6293383;-70.7685985836055;-33.486741251342
97501;Fullcarga;SIN ENVIDIA;PABLO NERUDA 9290;LO ESPEJO;;342247;6288630;-70.6994192460317;-33.530578015873
97502;Fullcarga;DON PROMO;QUELLON 1481;MAIPU;;336535;6286497;-70.76129518365042;-33.54894461981895
97503;Fullcarga;IM;BOMBERO RAMON CORNEJO EC LOS MOLLES 0705;RECOLETA;;348902;6303080;-70.6253422867807;-33.4012564426259
97504;Fullcarga;CONCESIONRIA CASINO;LO ESPEJO  3200;CERRILLOS;;340778;6288883;-70.7151915760932;-33.5280795551336
97505;Fullcarga;KIOSKO - PAJARITOS;AV. PAJARITOS CON CHACABUCO 2045;MAIPU;;336850;6290981;-70.75709006097;-33.5085657944631
97506;Fullcarga;HASSMARKET;MEXICO 10639;LA FLORIDA;;354247;6286258;-70.5706243;-33.5536703
97507;Fullcarga;MARY - VENEZUELA;VENEZUELA 8741;LA FLORIDA;;353107;6288543;-70.582524;-33.5329098
97560;Fullcarga;TIA PATY;RELOJ DEL SOL 3705 DEPTO 13;PUENTE ALTO;;349531;6277511;-70.6228762963484;-33.6318766725662
97561;Fullcarga;ROSA;SARGENTO MENADIER 1248;PUENTE ALTO;;352548;6279014;-70.59010912307976;-33.61874923919491
97562;Fullcarga;BAYRON;EL MENSAJERO 10855;LA PINTANA;;349577;6285359;-70.6210580555556;-33.5611238888889
97563;Fullcarga;DE TODO UN POCO - PUDAHUEL;EL ABEDUL 8693;PUDAHUEL;;336595;6296674;-70.7587914814815;-33.4572053703704
97568;Fullcarga;BAZAR SEBASTIAN;LOS PLATANOS 2199;MACUL;;350506;6294078;-70.60959300949902;-33.482641354737154
97569;Fullcarga;ERICK;AV. JOSE MIGUEL CARRERA 9249;LA CISTERNA;;345339;6287314;-70.66635697927946;-33.54289385470363
97571;Fullcarga;KIOSCO ANITA;PERICLES AL LADO DE 1522;NUNOA;;349867;6296306;-70.61610011;-33.46246989
97572;Fullcarga;MUSTAFA;JUAN FRANCISCO FONZALEZ 705;QUILICURA;;337544;6306384;-70.7468316666667;-33.3698116666666
97573;Fullcarga;EL PIPE;VOLCAN LONQUIMAY 04056;QUILICURA;;337427;6307236;-70.7479345045898;-33.3621103913292
97574;Fullcarga;ELLIET;JOSE JOAQUIN PEREZ 5461;QUINTA NORMAL;;340946;6299480;-70.71149572;-33.43256756
97576;Fullcarga;DULCE AMANECER;LETRAS 8422;LA CISTERNA;;344430;6288974;-70.67586313;-33.52779666
97578;Fullcarga;MAGUS;CALLE NUEVA 3866 DEPTO 14 TORRE F;RENCA;;340141;6302753;-70.719569996;-33.4029371419999
97579;Fullcarga;SHALOM - NUNOA;JOSE PEDRO ALESSANDRI 61 LOC. 3;NUNOA;;351544;6297071;-70.5979333333333;-33.4558083333333
97580;Fullcarga;ESTRELLA AZUL;PORTAL ANDINO 01559;PUENTE ALTO;;355058;6282304;-70.56252366765075;-33.58942459859985
97581;Fullcarga;DON LALO - QUILICURA;LO MARCOLETA 315;QUILICURA;;339238;6307708;-70.72839558;-33.35813074
97582;Fullcarga;ALE;3 ORIENTE 8263;LA GRANJA;;349810;6288053;-70.61809835;-33.53686522
97583;Fullcarga;INTERNET Y SERVICIOS;URUGUAY 1384;SAN RAMON;;347102;6288535;-70.6471729922279;-33.5321380570511
97592;Fullcarga;ALMACEN ESQ. HUERFANOS;HUERFANOS 4595;QUINTA NORMAL;;342228;6298234;-70.6979284635417;-33.4439871614583
97593;Fullcarga;JEHOVAH YIREH;MENESES 6999;RENCA;;338025;6302056;-70.7424374355;-33.4089013076536
97637;Fullcarga;CHUNDO;AV. GABRIELA MISTRAL 9284;LO ESPEJO;;342066;6288737;-70.7013456666667;-33.5295843333333
97638;Fullcarga;IRMA;LOS ESCRITORES  956;MAIPU;;335661;6289849;-70.77009175;-33.51859671
97639;Fullcarga;EDUARDO - MAIPU;PASAJE LAGUNA BLANCA 0822;MAIPU;;333747;6287889;-70.7910587962288;-33.53596966393
97641;Fullcarga;DOUGLAS;PANGAL 2014;MAIPU;;334101;6290571;-70.786747038452;-33.5118389764276
97643;Fullcarga;ANTONELLA - LA PINTANA;GOBERNADOR MUNOZ GAMERO 1408;LA PINTANA;;348054;6283156;-70.6378365968552;-33.5807740548868
97644;Fullcarga;LOS SEIS TESOROS; EINSTEIN  1398;INDEPENDENCIA;;345616;6302807;-70.6607073357143;-33.403249703492
97651;Fullcarga;MINI MARQUE BARUCK;SIMON BOLIVAR S/N PARCELA 15 NOVICIADO;PUDAHUEL;;328017;6303660;-70.849143271181;-33.3924848459246
97652;Fullcarga;SERGITO;RUBLO RUSO 691;PUDAHUEL;;337634;6297649;-70.7474400758386;-33.4485761659195
97653;Fullcarga;ROSA VERGARA;RANO RARAKU 9633;PUDAHUEL;;334899;6299095;-70.77658677;-33.43511748
97654;Fullcarga;DON RAUL;QUILHUIRI 2476;MACUL;;352217;6294641;-70.59109649;-33.47780354
97655;Fullcarga;ALMACEN LA ESQUINA - MACUL;ALMIRANTE COCHRANE(EX CALLE A) 3904;MACUL;;350436;6293251;-70.61049049;-33.49009065
97660;Fullcarga;GETSEMANI;EJERCITO FRENTE AL 303;SANTIAGO;;345688;6297525;-70.6608434216518;-33.4508863076677
97661;Fullcarga;STUTTGART;ERRAZURIZ 1466 LOCAL 5;RENCA;;340634;6302814;-70.714261231741;-33.4024590587568
97662;Fullcarga;DONA EMILIA;RECOLETA 3259;RECOLETA;;347282;6303532;-70.642677922977;-33.3969492869174
97663;Fullcarga;KEVIN - SAN BERNARDO;RINCONADA DE NOS 396;SAN BERNARDO;;342800;6278249;-70.69528979;-33.62425058
97664;Fullcarga;D LA ESQUINA - NUNOA;IRARRAZAVAL 1915 LOC. 3;NUNOA;;350327;6297303;-70.6109827183488;-33.4535455513035
97665;Fullcarga;LOS ALEJANDROS;SANTA ELIANA 384;QUILICURA;;338126;6308403;-70.7402111265216;-33.3516992543227
97666;Fullcarga;COMERCIAL XEROGRAFIX;AV. PEDRO DE VALDIVIA ESQ. POCURO 1474;PROVIDENCIA;;350591;6299214;-70.60782352;-33.43635389
97667;Fullcarga;NIC-SJR;PJE. ARIEL ARANCIBIA 231;MAIPU;;333605;6289017;-70.792372116642;-33.5257720982555
97668;Fullcarga;LAS CHINAS;EL LIBANO 4816;MACUL;;352188;6292718;-70.59172659;-33.49514123
97670;Fullcarga;DONA FLOR;EL LIBANO 3109-A;MACUL;;352395;6294000;-70.5892811182028;-33.4836122454076
97671;Fullcarga;LAS 3 B;AV. BRASIL 7906;RENCA;;337165;6303274;-70.7514633632829;-33.3977921943841
97672;Fullcarga;PEHUEN;JOSE MIGUEL INFANTE 5534;RENCA;;339193;6302273;-70.72984954;-33.40712073
97673;Fullcarga;SANTA GEMITA - RENCA;LOS TULIPANES 2391;RENCA;;341971;6303978;-70.6996895311104;-33.3921604340047
97674;Fullcarga;BAZAR CAROLINA;ALMIRANTE GRAU 5252;RENCA;;339489;6302658;-70.7265926388889;-33.4036911111111
97675;Fullcarga;LA CACHORRITA;LOS RETAMOS 2067;RENCA;;342304;6303353;-70.6962152089072;-33.3978497059544
97676;Fullcarga;BAZAR - ESTACION CENTRAL;GARCIA DE CACERES 4295;ESTACION CENTRAL;;342714;6296371;-70.69303460131412;-33.460851947566496
97677;Fullcarga;FLORERIA Y REGALOS CAROLINA;AV. RADAL 396;ESTACION CENTRAL;;341789;6297506;-70.7027815756727;-33.4504820547988
97678;Fullcarga;ALMACEN PAOLA - EST. CENTRAL;LUIS INFARTE CERDA 5407;ESTACION CENTRAL;;340392;6294880;-70.7182772222222;-33.4739502777778
97679;Fullcarga;MI LOPEZ;TACNA 3581-A 9565;ESTACION CENTRAL;;343604;6296812;-70.68337911;-33.45700424
97680;Fullcarga;OVID;AV. ECUADOR 3504;ESTACION CENTRAL;;343567;6297470;-70.68367011758176;-33.45107408318938
97681;Fullcarga;LA PAZ DE SAN MARTIN;DIVINO MAESTRO 7639;CERRILLOS;;339423;6291669;-70.729275;-33.5027566666667
97682;Fullcarga;LOS PRIMOS - CERRILLOS;CALLE TEPUAL 7699;CERRILLOS;;341559;6290560;-70.70647957;-33.51307104
97683;Fullcarga;DANIEL;MARIANO LATORRE 7940;CERRILLOS;;339889;6291206;-70.72433911;-33.50699766
97684;Fullcarga;ESTABLECIMIENTOS MAURY;LO ERRAZURIZ 320 LOC. 2;CERRILLOS;;340826;6291999;-70.7141194805478;-33.4999866968565
97685;Fullcarga;DONDE CARLITOS - CERRILLOS;PASAJE ANDROMEDA 7749;CERRILLOS;;339265;6291549;-70.73099416;-33.50381743
97686;Fullcarga;ALMACEN GERARDO;REINA MARIA 2286;INDEPENDENCIA;;344456;6302913;-70.67315688;-33.40212551
97687;Fullcarga;LAS BRUJAS;LONGITUDINAL 254;INDEPENDENCIA;;345129;6300589;-70.6663296737753;-33.4231758930529
97689;Fullcarga;BAZAR Y PAQUETERIA NIZA;MARURI 536;INDEPENDENCIA;;346054;6300392;-70.6564127747751;-33.4250894565438
97690;Fullcarga;MINIMARKET BLANCA;NUEVA DE MATTE 1587;INDEPENDENCIA;;345406;6302144;-70.66308472723482;-33.40919577521927
97701;Fullcarga;BAZAR XIMENA;DOMINGO SANTA MARIA  3857LOC. 3 ;RENCA;;342041;6302352;-70.69921881593284;-33.40683545744979
97724;Fullcarga;LOS PITUFOS;ROBERTO ESPINOZA 1499;SANTIAGO;;346557;6295824;-70.6517825736052;-33.4663472245471
97725;Fullcarga;STREETMARKET;GERONIMO DE ALDERETE 1554;VITACURA;;354556;6304563;-70.56432713670996;-33.38866896175251
97726;Fullcarga;BONELESS;AV. ECHEÑIQUE 5814;LA REINA;;353993;6298265;-70.5714008349154;-33.4453754506307
97727;Fullcarga;LA PIÑATA;ESMERALDA 1062 LOCAL 4;TALAGANTE;;321317;6273365;-70.92776561941527;-33.66488237193507
97817;Fullcarga;ALMACEN M Y B;IRAKLIOS 741;PUDAHUEL;;335749;6298069;-70.76764161498356;-33.44450350141
97818;Fullcarga;THENIGGA;LAGUNA DELINCA 279;PUDAHUEL;;337498;6296213;-70.74916501451462;-33.46149531650715
97820;Fullcarga;LODIEL;GENERAL SAAVEDRA 1207;INDEPENDENCIA;;345994;6302165;-70.6567549776332;-33.4090905595152
97821;Fullcarga;ALMACEN SONIA;COLON 1407;INDEPENDENCIA;;345972;6300718;-70.6572426430118;-33.4221368755316
97824;Fullcarga;JANETTE ALEJANDRA SOTO GARRIDO;SAN AGUSTIN 9076;PUDAHUEL;;336143;6299097;-70.7632144786024;-33.4352885851862
97827;Fullcarga;FRAN Y CRIST;AV. MIRAFLORES 7950;RENCA;;337122;6302924;-70.75198962;-33.40094256
97828;Fullcarga;CENTRO DE INTERNET;INDEPENDENCIA 1551;INDEPENDENCIA;;345846;6301736;-70.6584240060352;-33.4129380094587
97829;Fullcarga;LOS HORNITOS DE RENCA;SANTA CRUZ 7710;RENCA;;337276;6303690;-70.7501933333333;-33.3940583333333
97830;Fullcarga;KIOSKO Y CONFITES;SANTOS DUMONT 999;INDEPENDENCIA;;346342;6300887;-70.65323426;-33.42066585
97831;Fullcarga;ALMACEN - BAZAR;PASAJE AGATA 3552;RENCA;;342652;6302710;-70.69259027;-33.40369721
97834;Fullcarga;ALMACEN LAS GEMELAS;CALLE YELCHO 5885;ESTACION CENTRAL;;341252;6295071;-70.7089923941571;-33.4723626550531
97835;Fullcarga;ALMACEN CAFETERIA LACTEOS CECINAS;EL BELLOTO 3657;ESTACION CENTRAL;;343239;6297644;-70.6871636726829;-33.4494541059157
97836;Fullcarga;PLAZUELA EL NOGAL;PLAZUELA EL NOGAL 6;ESTACION CENTRAL;;342851;6298063;-70.69125638;-33.44561909
97837;Fullcarga;NATANAEL;LAS BARRUNDIAS 6385;ESTACION CENTRAL;;339895;6296531;-70.7233215972222;-33.4589899305556
97845;Fullcarga;PATRICIA VILLAROEL GONZALEZ;HECTOR ORREGO 7353;CERRILLOS;;339561;6292197;-70.7276945560653;-33.4980214364071
97846;Fullcarga;ILUSION;AV.18 DE SEPTIEMBRE 7557;CERRILLOS;;339481;6293593;-70.72773990000002;-33.4851369 
97847;Fullcarga;ALMACEN BOTILLERIA;LAS ROSAS 4940;CERRILLOS;;341803;6293722;-70.7032955532407;-33.4846024027778
97848;Fullcarga;DON JUAN;DIVINA COMEDIA 1473;CERRILLOS;;339811;6292609;-70.7249239790098;-33.4943396089389
97849;Fullcarga;ENTRE DOS;MANUTARA 3068 VILLA PORTAL OESTE;CERRILLOS;;341874;6290719;-70.7030636708413;-33.5116905439857
97850;Fullcarga;LAS TRES B;CONCEJALA  BERTA CARVAJAL 8023;CERRILLOS;;341710;6290216;-70.7049192171152;-33.5161969515371
97861;Fullcarga;DIONE;AGUSTINAS 3102;SANTIAGO;;344107;6298268;-70.6777177272727;-33.4439575757576
97863;Fullcarga;MANUEL;MAIPU 0473;MAIPU;;337337;6291154;-70.75181592;-33.50708833
97864;Fullcarga;EL CHIMBOTANO - COPIAPO;COPIAPO 464;SANTIAGO;;347674;6297241;-70.6395299019608;-33.4537232352941
97874;Fullcarga;DON MARTIN;CALLE 1089 LOC. 1 139;PENALOLEN;;354602;6296153;-70.5651884191587;-33.4645045588677
97889;Fullcarga;PAOLA;RIO AMAZONAS 3654;CONCHALI;;345699;6304165;-70.659589819297;-33.3910200491289
97890;Fullcarga;KJLH LTDA;FRANKLIN 935;SANTIAGO;;347130;6295095;-70.645743;-33.4730008
97891;Fullcarga;DON PEPE - LA REINA;FRANCISCO BILBAO 8065;LA REINA;;355530;6299933;-70.554600206;-33.430547228
97934;Fullcarga;LOS VECINOS ;SAN PEDRO 1057;LA FLORIDA;;354032;6286101;-70.5729650482428;-33.5550491050552
97935;Fullcarga;ISABELLA;PASAJE KILIMANJARO 3060;MAIPU;;335936;6291966;-70.7667455867239;-33.4995451901406
97936;Fullcarga;FRANCISCO;GOLONDRINAS ORIENTE 4345;MAIPU;;338649;6293519;-70.7372694742136;-33.48596307041
97937;Fullcarga;JAVY;LA ESTRELLA 742;PUDAHUEL;;337019;6297928;-70.7540047682836;-33.4459694077059
97938;Fullcarga;ALMACEN M Y B - PUDAHUEL;RIAL IRANI 8388;PUDAHUEL;;337953;6297609;-70.74401524;-33.44898108
97939;Fullcarga;EL 21 DE QUERI;AV. CORONA SUECA 8536;PUDAHUEL;;337545;6297759;-70.74837475409038;-33.44757246588857
97940;Fullcarga;JUPENDY;ESPARTA 736;PUDAHUEL;;335880;6298043;-70.7662298228243;-33.4447571906647
97941;Fullcarga;JUPENDY - PUDAHUEL;CERRO LA CAMPANA 1020;PUDAHUEL;;335447;6298722;-70.7707642857861;-33.4385676200866
97942;Fullcarga;DON REINA;RODRIGO DE ARAYA 4005;MACUL;;352286;6295051;-70.5902815946636;-33.4741211563994
97943;Fullcarga;MATIUS;POSEIDON 1120;RENCA;;338025;6302210;-70.7424105158308;-33.4075167559728
97944;Fullcarga;LINDSAY;ARICA 3811;ESTACION CENTRAL;;343288;6296592;-70.6868187;-33.45894433
97946;Fullcarga;ALMACEN FENITA;ALBERTO EDWARS 4398;ESTACION CENTRAL;;342542;6297985;-70.6945971867215;-33.4462782440695
97947;Fullcarga;ROBIN MARKET;LAGUNA SUR 6238;ESTACION CENTRAL;;340146;6296634;-70.72060583213839;-33.45809895969192
97948;Fullcarga;LA JULITA - ESTACION CENTRAL;PASAJE 52 2145;ESTACION CENTRAL;;342071;6294335;-70.70030128331783;-33.47911671303289
97949;Fullcarga;LAS MONITAS;VICUNA MACKENNA 7241;RENCA;;337536;6303257;-70.747487074743;-33.3980014678239
97950;Fullcarga;JAIRITO;PADRE FAUSTINO GAZZIERO 2142;INDEPENDENCIA;;345151;6301737;-70.66589233;-33.4128288
97951;Fullcarga;JAVIER - INDEPENDENCIA;SARA GAJARDO 2728;INDEPENDENCIA;;344711;6300672;-70.6708101342374;-33.4223648852699
97953;Fullcarga;LAS DOS HERMANAS;CONDELL 1268;RENCA;;339436;6302272;-70.72723703;-33.40716661
97955;Fullcarga;PIRY;CARRION 1716;INDEPENDENCIA;;345366;6301013;-70.66370616;-33.4193922
97956;Fullcarga;LORENA;AV. CERRILLOS 523;CERRILLOS;;341025;6292761;-70.7118367291639;-33.4931469355086
97957;Fullcarga;MARIA FERNANDA;CAMPOS DE MARTE 1762;RENCA;;337629;6303372;-70.7464650220093;-33.3969772749404
97959;Fullcarga;LA VIVI;DIVINO MAESTRO 7640;CERRILLOS;;339438;6291630;-70.7291185;-33.5031108333333
97960;Fullcarga;SANTY;JOSE MANUEL BALMACEDA 5169;RENCA;;339581;6302876;-70.7255666666667;-33.4017466666667
97961;Fullcarga;ALMACEN AGUSTINA;MONTE PATRIA 428;CERRILLOS;;341266;6293035;-70.70920005;-33.49071634
97962;Fullcarga;PABLO SELAIVA ULLOA;LAS VIOLETAS 6073;CERRILLOS;;340984;6292977;-70.71224026;-33.49119795
97977;Fullcarga;LA ESTRELLA - PENALOLEN;VIOLETA PARRA 2180;PENALOLEN;;358195;6294294;-70.52682738;-33.48174652
97999;Fullcarga;LELA;VALENTINA LEPPE 9896;LA FLORIDA;;351672;6286999;-70.59822883;-33.54662761
98025;Fullcarga;COMERCIAL ENTRETENIMIENTOS SMR SPA - SAN PABLO;SAN PABLO 8723;PUDAHUEL;;337062;6298132;-70.7535090080753;-33.4441352933171
98031;Fullcarga;MARIA;CERRO PLOMO 0339;PUENTE ALTO;;351951;6278842;-70.596573717736;-33.62021053810392
98034;Fullcarga;DON ROLA;VICUNA MACKENNA 7440;LA FLORIDA;;351703;6289351;-70.59749974447644;-33.52542597624932
98035;Fullcarga;CASI PERFECTO;ARTURO PRAT 389 LOC. 2 ;SANTIAGO;;346766;6297623;-70.64923325411644;-33.45015516323624
98036;Fullcarga;SEÑORA RAQUEL;EL PELICANO 10057 LOC. F ;LA FLORIDA;;353738;6286779;-70.5760205;-33.54890375
98037;Fullcarga;NOEMI;SAN GUILLERMO 0771;PUENTE ALTO;;350944;6278213;-70.60753051949109;-33.62574529195238
98038;Fullcarga;EL LORITO;GABRIELA ORIENTE 01776;PUENTE ALTO;;355109;6283828;-70.5617277784882;-33.5756948679364
98063;Fullcarga;MAKALU;EL SAUCE 1815;HUECHURABA;;343720;6307621;-70.680260923785;-33.3595703420868
98064;Fullcarga;LA TRUFFA;JUAN LUIS SANFUENTES 8160;SAN RAMON;;347430;6288358;-70.6436666666666;-33.5337816666667
98065;Fullcarga;APTC MASCOTAS;FERNANDEZ ALBANO 1895-A;SAN RAMON;;347997;6288990;-70.6374618297589;-33.5281633757534
98066;Fullcarga;D Y S;LAS TORRES 2276;MAIPU;;339180;6293169;-70.7316227888903;-33.4891934783968
98067;Fullcarga;DONDE CACHIPERTO;OCHO NORTE 1444;PEDRO A. CERDA;;342736;6291894;-70.6935853159091;-33.5012186198398
98097;Fullcarga;DOÑA BARBARA;LA CANDELARIA 2199 BLOCK A6 DEPTO 106;PENALOLEN;;358338;6294201;-70.5253052423773;-33.4826008806201
98098;Fullcarga;ANCLAMAR;BACTERIOLOGICO 10462;LA FLORIDA;;353248;6286346;-70.58136365120693;-33.55273377230764
98099;Fullcarga;LOS 4 PEQUES;PEPE VILA 659;LA REINA;;355728;6296977;-70.552948;-33.45722
98128;Fullcarga;LOS COLELOS;FRESIA 2710;RENCA;;342300;6304462;-70.6960681781861;-33.387849413194
98131;Fullcarga;COLORIN;LAURATO 4544;RENCA;;340772;6303087;-70.7127318373999;-33.4000188621862
98133;Fullcarga;ALMACEN Y BAZAR - RENCA;ARTURO PRAT 5088;RENCA;;339851;6302567;-70.7227246721318;-33.4045698534441
98136;Fullcarga;ALMACEN LOYDITA;LAS ESTRELLAS 2924;INDEPENDENCIA;;344314;6303006;-70.6746713389983;-33.4012635889313
98137;Fullcarga;COMERCIALIZADORA Y DISTRIBUIDORA GERMAN IGNACIO GARIN GODOY E.I.R.L;JUANA WEBER 4606;ESTACION CENTRAL;;342188;6295466;-70.6988433333333;-33.468935
98138;Fullcarga;RANDY I;PLACILLA 0154;ESTACION CENTRAL;;342482;6297257;-70.6953665592216;-33.4528330153143
98143;Fullcarga;TIA SONIA;DOMINGO SANTA MARIA 1707;INDEPENDENCIA;;345509;6301442;-70.6620983340835;-33.4155453947025
98157;Fullcarga;LA VEGUITA;GENERAL ARRIAGADA 1340;LA FLORIDA;;351351;6285631;-70.60190624624285;-33.55891925898387
98177;Fullcarga;SOLEDAD DE LAS MERCEDES QUIEMPI LEON;BRASIL 7948;RENCA;;337176;6303271;-70.7513473450884;-33.3978175134636
98181;Fullcarga;MI WHISKY;RODRIGO DE ARAYA 2246;NUNOA;;350454;6295010;-70.6099973629091;-33.4742328200898
98183;Fullcarga;CAMILITA;BRASIL 2453;CERRILLOS;;339422;6293462;-70.7289655523872;-33.4865921841673
98185;Fullcarga;DULCERIA LOS GIRASOLES;NUEVA ALDEA 2012;LA FLORIDA;;353606;6289638;-70.5769706219843;-33.5231009928793
98188;Fullcarga;EMILIANA;PROFESOR FUENTES MATUCANA 5386;QUINTA NORMAL;;341324;6300778;-70.70720702;-33.42091852
98204;Fullcarga;LA ESPERANZA;PORTALES 481;MAIPU;;336314;6290007;-70.7630335;-33.51727022
